nome_filme,autor_comentario,nota_comentario,conteudo_comentario
Gravidade,Mateus S.,4.0,"Gravidade traz Sandra Bullock como protagonista, acompanhada de George Clooney. Algo bem perceptível logo no trailer, ou na sinopse, é que o Roteiro não o mais complicado já visto, muito pelo contrário, é algo simples, mas que funciona. E o que falta em roteiro, o filme adiciona em Elenco e maravilhosos Efeitos Especiais.      O 3D é simplesmente indispensável, já que o filme além de lindo em termos estéticos, tem seus momentos de ação, que são bem filmados e feitos de uma maneira lógica, o que muitos filmes que se passam no Espaço erram. O filme é dirigido pelo veterano Alfonso Cuarón e escrito por ele e seu filho Jonas Cuarón.      Sandra Bullock que interpreta Ryan Stone, a especialista da missão, atua maravilhosamente, como já esperado da atriz. Mas, o destaque vai para George Clooney, que interpreta Matt Kowalski, um personagem utilizado como Alívio Cômico, o que funciona super bem.      Mas, o aspecto que mais merece destaque nesse filme é a direção de Alfonso Cuarón e a forma que ele faz as cenas funcionarem, o que não seria possível sem os maravilhosos Efeitos Especiais, já que quase todo o filme é feito com tal coisa. Os momentos de tensão e agonia que são vários, praticamente quase todos, funcionam incrivelmente bem e de uma maneira que não permite o telespectador piscar ou se quer se mexer. Prendem completamente qualquer um ao filme, de uma maneira incrível. Principalmente quando você se imagina lá, onde não há O2, não há som, não há ninguém que possa fazer nada para você ou por você. A cada momento do filme, Ryan Stone (Sandra Bullock), tem que enfrentar o que há de pior no espaço, a solidão.     Gravidade mostra o que o 3D é capaz, e que é possível fazer um filme de qualidade sem a necessidade de um roteiro exagerado e completamente de ficção, contanto que seja bem feito, exatamente como esse é."
Gravidade,Thalita Uba,4.0,"Eu sempre fico com medo quando as pessoas falam bem demais de um filme porque aí vou ao cinema cheia de expectativas e acabo me frustrando. Quando vi que ""Gravidade"" foi escolhido um dos dez melhores filmes do ano por ninguém menos que Quentin Tarantino, aí ferrou tudo. Pensei “pronto, já era, vou achar uma porcaria”. Ainda bem que, dessa vez, ninguém estava enganado.Se eu fosse resumir todo o filme em apenas duas palavras, seriam: tenso e impressionante. Impressionante porque o visual é extraordinário – como é de se esperar de qualquer filme que envolva viagens espaciais –, o cuidado com os detalhes e a direção de arte é absolutamente fantástico, e a interpretação tanto de Clooney quanto de Sandra Bullock (especialmente dela – o que, ao menos pra mim, que ainda tinha aquela imagem da Miss Simpatia na minha cabeça, é uma bela surpresa) é impecável. Tenso porque a trama tem um ritmo narrativo bastante intenso, com vários plot points, um atrás do outro, mal dando tempo de o espectador se recuperar do susto anterior. Além disso, os diálogos são poucos, porém interessantes, conferindo a pitada perfeita de inteligência a um roteiro que é bastante simples – o que é, por sinal, uma das reclamações de alguns cinéfilos e críticos chatos por aí, como se apenas roteiros supercomplexos e elaborados pudessem render um bom filme (sério, me poupem, vão assistir Woody Allen).Uma coisa que precisa ficar clara é que ""Gravidade"" é um filme muito mais de drama que de ficção científica, como alguns podem esperar. Não se trata meramente de uma missão da Nasa ao espaço para consertar um telescópio quebrado, mas da luta dos sobreviventes de um desastre para manter a calma e conseguir, em meio a um ambiente completamente desfavorável à existência humana, se virar e dar um jeito de voltar pra casa. Esse é o trunfo do filme: conseguir, com aquele pano de fundo magnífico que a ficção científica proporciona, ser um baita drama; uma história que, se não tivesse elementos dos dois gêneros mesclados, talvez não funcionasse tão bem e não tivesse a menor graça. Cuarón conseguiu criar um efeito paradoxal sensacional em sua obra: a sensação de claustrofobia no ambiente mais amplo que existe – o universo. Não tem como um troço assim não ser, no mínimo, interessante. Por fim, a cereja do bolo e grande sacada dos caras: quem dá voz à base Houston que orienta os astronautas é ninguém menos que Ed Harris, uma das principais figuras do clássico sci-fi ""Apollo 13"". Foi ou não foi uma idéia de gênio?Com boas escolhas de elenco, um trabalho primoroso do pessoal dos efeitos especiais e a direção firme e certeira de Alfonso Cuarón, Gravidade é um drama-ficção que surpreende e vale a pena assistir (em 3D, de preferência) – se não por tudo isso que falei, ao menos pelo visual maravilhoso que enche os olhos cada vez que nosso belo planeta é mostrado lá do alto. Uma belezura."
Gravidade,Um visitante,5.0,"Uma obra que mistura contemplação, beleza e adrenalina com um virtuosismo técnico espetacular. O que foi alcançado aqui será lembrado. Água e T(t)erra. A celebração do homem em contraponto à imensidão do universo. O plano final que resume todo um conceito. E tudo isso em meros 90 minutos. Pequeno Grande Filme. 10 / 10"
Gravidade,Harisson G.,4.5,"Filme realmente impressionante, com efeitos visuais muito bons, atuações perfeitas, achei inovador e fiel a proposta de alguém ficar a deriva no espaço. Praticamente existi apenas um único personagem central  Ryan Stone (Sandra Bullock) algo que realmente me intrigou. Se a pessoa for atenta vai pegar possíveis enigmas deixados pelo filme, imagens que você pensa que é desnecessária mas que realmente deixa a obra mais elaborada. A única crítica negativa são as desnecessárias piadas de George Clooney, no demais o filme é muito bom."
Gravidade,Ismael I.,5.0,Só tenho uma coisa para dizer: é uma sacanagem ter apenas cinco estrelas para avaliação deste filme!
Gravidade,Um visitante,3.5,"Fazer um comentário sobre Gravidade,é extremamente fácil.Primeiro,se voltamos ao tempo,e tentar lembrar todos aqueles filmes que fizeram sucesso fora do Planeta,saberá que Gravidade irá se destacar visualmente falando.O filme já se inicia onde é previsto, (o espaço).Onde conhecemos os personagens principais da trama,Matt (George Clooney),e Ryan (Sandra Bullock).Que vão passeando,enquanto trabalham,com uma paisagem ao fundo deslumbrante.Tá bom!Tudo isso,é bem destacante em Gravidade.Mas a história conta com muitas falhas visíveis no roteiro.Onde,tentam impressionar bastante com efeitos de última qualidade,(principalmente em 3D),mas esquece de formar uma história mas bem movimentada.Onde não aproveita a dinâmica entre os personagens,ficando apenas na tentativa de formar heróis do espaço,é o caso de Clooney.Sandra Bullock,mostra mas uma vez como carregar todo um filme nas costas.Onde sua atuação,é bela e simples.Onde se esforça e consegue mostrar que poderia trabalhar sozinha na trama,dividindo sua beleza apenas com a linda fotografia do filme.O final não agrada pela tremenda falta de realidade,Alfonso Cúaron,desaprimorou o final de certa forma."
Gravidade,Samuel L.,5.0,"""Incrível"", é a melhor definição sobre esse filme. Não sou de publicar criticas, mas esse filme merece alguns minutos meus para redigir. Roteiro bem amarrado, desde o inicio você é levado para dentro do filme, com efeitos especiais espetaculares, uma fidelidade científica à vida no espaço e uma edição de audio que dá a devida proporção e sentimento às cenas, o filme tem um ritmo crescente. Uma atuação digna de óscar de Sandra Bullock, e ótima direção de Alfonso Cuarón. Melhor filme do ano na minha humilde opnião"
Gravidade,Mauricio J.,5.0,"Sempre quando um filme é muito comentado positivamente pelos críticos, sempre ficamos com uma pulga atras da orelha com medo de ser decepcionado quando entrar para a sessão do filme e o dinheiro gasto com ele não valha com conteúdo. Fiquei com essa impressão antes de entrar para a sala do cinema, e posso dizer que o filme que o filme me surpreendeu muito, mas muito mais do que esperava. Um dos filmes mais épicos de todos os tempos e o melhor do ano.Gravidade tem o simples objetivo de mostrar ao mundo como o corpo humano é sensível, e o diretor do filme, Afonso Cuarón, soube mostrar esse lado humano de uma forma diferente, mostrando como o mundo é perfeito e como somos frágeis. Com belas visões do espaço, diretamente para a terra, podemos ver a beleza que cerca a nossa casa e os perigos que os astronautas de todo o mundo sofrem quando embarcam em uma viagem para o espaço.Gravidade teve uma ótima escolha em seu elenco, apesar de ser composto somente por quatro atores, sendo que dois deles tem somente as vozes no filme. Sandra Bullock fez o seu melhor trabalho em anos de atuações, dando vida a Dr. Ryan Stone; sua atuação foi tão boa que ela merece, em minha opinião o Oscar de Melhor Atriz do ano, e caso isso não aconteça, enviarei uma carta a Academia do Oscar xingando eles por fazer uma barbaridade dessas. George Clooney participa da metade do filme, mesmo assim fez uma excelente atuação. Acho que ele estará fora do Oscar, mesmo assim estarei na torcida.O Filme tem uma direção maravilhosa, Afonso Cuarón, fez o seu melhor trabalho em um filme em toda a sua carreira, sem deixar a desejar em nenhum momento e conseguiu superar o seu antigo melhor trabalho, Harry Potter e o Prisioneiro de Azkaban. Minha aposta no Oscar, referente a direção.A Trilha sonora do filme é maravilhosa, ela consegue deixa o publico com o coração na boca, deixando o filme mais perfeito. Quando você pensa que o seu coração não podia bater mais rápido, vem a trilha sonora e bate o recorde de batimento do seu coração.Gravidade não conseguiu somente ser um excelente filme, ele conseguiu entrar para a historia do cinema, nunca vi um filme de Suspense e Ficção mais perfeito que esse, e tenho certeza que muitos vão concordar comigo. Minha aposta no Oscar de 2014 vai em Gravidade e acho que ele tem chance de ser um no Titanic, referente a quantidade de estatuetas. Pretendo sim ver o filme novamente, não sou muito de ver filmes duas ou mais vezes no cinema, mas Gravidade é uma exceção."
Gravidade,Elias N.,5.0,"Um filme espetacular, com efeitos impressionantes,nunca fui no espaço mais tenho certeza seria igualzinho como está no filme. Sandra Bullock fez um papel digna de um oscar, contou ainda com uma pequena participação de George Cloney, mas bem importante. Um filme muito bem dirigido e com uma fotografia muito boa e com uma 3d impecável!! Recomendo..."
Gravidade,Luiz Henrique d.,3.0,"Ótimos efeitos visuais! Nada mais. A história é bem fraca, e chata. Com pouco mais de meia hora me deu sono e aborrecimento por ver as mesmas coisas. Nem o carisma de Sandra Bullock salvou o filme. As piadinhas do personagem de George Clooney: desnecessárias. Muito 'barulho"" para um filme bem meia boca. Posso ""queimar minha língua"", mas a única indicação a Oscar deve ser pelos efeitos visuais do filme que são realmente fantásticos. Fora isso é um filme comum."
