nome_filme,autor_comentario,nota_comentario,conteudo_comentario,criticas_autor,seguidores_autor
A Invenção de Hugo Cabret,Neto S.,4.0,"Paris, anos 30. Hugo Cabret (Asa Butterfield) é um órfão que vive escondido nas paredes da estação de trem. Ele guarda consigo um robô quebrado, deixado por seu pai (Jude Law). Um dia, ao fugir do inspetor (Sacha Baron Cohen), ele conhece Isabelle (Chloe Moretz), uma jovem com quem faz amizade. Logo Hugo descobre que ela tem uma chave com o fecho em forma de coração, exatamente do mesmo tamanho da fechadura existente no robô. O robô volta então a funcionar, levando a dupla a tentar resolver um mistério mágico. Muito Bom , Fotografia Linda , Atuaçoes Otimas , Historia Muito Boa A Invençao De Hugo Cabret é Um Filme Que Voce Nao Pode Deixar De Ve Nota 9.0",773.0,30281.0
A Invenção de Hugo Cabret,Ronaldo B.,2.5,"Eu estava esperando um filme mais chato do que esse, fui no cinema assistir e pensei que seria muito chato pois é filme indicado ao oscar e esses filmes sempre são uma chatisse... A invenção de Hugo Cabret não é lá essas coisas, mas entre os indicados a filme do ano, com certeza esse é o melhor, efeitos 3D quase não teve, mas é um bom filme.",232.0,451.0
A Invenção de Hugo Cabret,Eder Luis Santana,3.5,"Engraçado como a expectativa que se cria em torno de uma obra influencia no nosso olhar sobre a mesma. Pelo que tinha visto em trailer e pela leitura de críticas, esperava que Hugo Cabret fosse uma aventura daquelas de tirar o fôlego, até um pouco no estilo Harry Potter, e que fizesse naturalmente surgir o desejor de uma série após lutas, fugas e uma busca por algo (talvez um tesouro) precioso. Grande engano. Na verdade, o filme é uma aventura. Mas uma aventura pacata, com uma fotografia sensacional e de uma representação histórica que agrada tanto que no meio do filme você está apaixonado pela história e percebe como toda sua pré-concepção do que era o filme cai por terra. É lindo de se ver o modo como a história do cinema é tratada, emplacando na obra não apenas um caráter de aventura, mas também educacional. Confesso que em determinadas cenas questionei um pouco o talento do jovem protagonista, Asa Butterfield, mas não é nada grave diante do talento da obra como um todo. Aliás, Martin Scorsese dispensa qualquer tipo de comentário. É puro talento.",49.0,16.0
A Invenção de Hugo Cabret,jrcampos,5.0,"Excelente, não percam! Uma comedia muito engraçada, Paulo  Gustavo está ótimo, Monica Martelli além de atuar muito bem está uma quarentona de fechar o comércio e mostra bem isso nos biauines.",54.0,9.0
A Invenção de Hugo Cabret,Sidney  M.,3.5,"Bem diferente dos filmes que Scorsese costuma realizar, não é uma das duas melhores películas, mas é um bom filme.",1082.0,29536.0
A Invenção de Hugo Cabret,RASEC,0.5,"FOTOGRAFIA 100,,,,  AGORA  O FILME  E CANSATIVO ,CHATO E  SE  PERDE COMPLETAMENTE VC VAI PENSANDO UMA COISA E  OUTRA  COMPLETAMENTE DIFERENTE  ,,,,NÃO RECOMENDO .........",41.0,20.0
A Invenção de Hugo Cabret,Luiza G.,3.0,"Esperava mais da história do filme, o comprei tendo muita esperança. Me decepcionou muito. A história não é péssima, mas deixa a desejar. Porém o elenco é muito bom.",47.0,30.0
A Invenção de Hugo Cabret,Álvaro José S.,4.5,"Um filme surpreendente, contando a história de um dos revolucionários do cinema de uma forma bem poética.",27.0,21.0
A Invenção de Hugo Cabret,Dienifer S,4.0,"O filme tem belos efeitos visuais,porém, nada de exageros. Os efeitos 3D estão em coisas simples como a neve caindo, folhas com desenhos voando, e acredito que essa simplicidade dá ao filme um certo encanto. Os personagens são cada um ao seu modo adoráveis, a história é criativa. Cheio de elementos, A invenção de Hugo Cabret é um filme que enche os olhos.",23.0,16.0
A Invenção de Hugo Cabret,Josimar M.,4.0,"Belíssima homenagem ao cinema um filme tocante, um estilo diferente !",57.0,13.0
A Invenção de Hugo Cabret,cinetenisverde,3.0,"Hugo é o primeiro filme em 3D do mestre Scorsese (Os Bons Companheiros, Táxi Driver) e nesse caso – é preciso dizer – o uso da tecnologia é totalmente justificada. Abordando uma história que gira em torno do cinema e seus primórdios, a ideia de “separar” a criação de filmes antigos do próprio filme cria um exercício metalinguístico admirável e uma aventura extremamente emocionante. O uso da tecnologia, além de ser aplicada com competência, difere de filmes anteriores principalmente pela já velha questão do foco. Em Avatar, por exemplo, o primeiro grande exemplo de 3D “de verdade”, James Cameron ainda aplica o foco de maneira binária nos personagens, se esquecendo que estamos em um cenário com profundidade de campo variável. Já em Hugo o que ocorre é uma perda gradual de foco, com o fundo ficando aos poucos “embaçado”, ou seja, uma simulação de mais ou menos como nossos olhos funcionam em um ambiente como no mundo real. O uso de engrenagens e cenários internos com longos corredores consegue ajudar a nos ambientar nessa profundidade de campo facilmente, e embora esse recurso seja repetido meio à exaustão ele é importante para nos situar no universo do protagonista. Mesmo os cenários “externos”, ainda sofrendo a limitação da tecnologia em planos aéreos, pois faz com que os objetos pareçam maquetes, dentro do espírito fabuloso da narrativa encaixa-se perfeitamente.",1122.0,29254.0
A Invenção de Hugo Cabret,Luis R.,2.0,"Fraco!!!!!!!A trama do filme é desinteressante e maçante,tem um ritmo tedioso,nem as excelentes interpretações salvam o filme.",759.0,23868.0
A Invenção de Hugo Cabret,felipinho,4.5,"Praticamente tudo é perfeito. Nada é acelerado ou adiantado demais. O mistério vai crescendo gradativamente até incluir Mélies na história, e quando acontece vejo o próprio coração de Scorsese, que com este presente engrandece nosso amor por esta arte.”  Nota 9.0",65.0,32.0
A Invenção de Hugo Cabret,wesleyaxe,5.0,"Não é mais uma aventura no cinema, essa é encantadora, um estória mágica e pura, que nos leva com sutileza e nostalgia ao mundo do cinema, ao mundo dos sonhos e à felicidade, que não exige muita coisa pra poder existir. Linda fotografia, atuações divertidas. Adorei!",680.0,10914.0
A Invenção de Hugo Cabret,danilo s,4.0,"Uma bela homenagem para o cinema de um mestre do cinema,scorcese dirige um belo filme com uma história tocante.",293.0,1084.0
A Invenção de Hugo Cabret,Fê Sanches,4.5,"Muito bom.Filme belíssimo em todos os sentidos,uma história bonita,cenários e fotografias perfeitas,e legal tb o fato de inserir de forma sensacional a história do cinema no filme,contada aos poucos,conta ainda com uma boa trilha sonora e utiliza muito bem o uso do 3D,com bons efeitos e fica aquela sensação de estar próximo realmente.Vale o ingresso.",256.0,511.0
It - A Coisa,Andrei Andrade,5.0,"Simplesmente espetacular!!! Se o próprio ""mestre"" aprovou, inclusive as sutis mudanças, quem sou eu para discordar ???",56.0,9.0
It - A Coisa,Carlos C.,5.0,"Ótimo filme, humor e terror muito bem dimensionados; os atores são excelentes, especialmente os jovens Losers. Uma autêntica obra prima foi medo!",13.0,4.0
It - A Coisa,Mario F.,5.0,Uma verdadeira obra prima do medo. Um filme de terror clássico com uma historia envolvente que te prende do começo ao fim.,2.0,6.0
It - A Coisa,Um visitante,3.0,"Talvez apele mais do que deveria para o explícito, mas acerta em quase todo o resto: é um belo conto de amizade, diverte, constrói bem personagens e suas relações, estabelece boa associação com monstros humanos, tem momentos tensos e Pennywise é assustador. Porém, O apelo nostálgico, já fracamente anunciado, fica em terceiríssimo plano diante de um filme de horror controlado demais, a fórmula se resume a sustos, motivações tolas de alguns personagens e um punhado de pretextos pouco criativos. Curiosamente, o humor é o trunfo da obra. Vale por revisitar o gênero de suspense infanto-juvenil.",,
It - A Coisa,Rodrigo O.,5.0,"Obra prima! Incrível como o diretor conciliou um filme de terror com boas doses de comédia sem perder em nenhum minuto o foco do filme, a nova geração de atores Mirins dando um show de interpretação em muitos adultos de Hollywood, cenas de terror incrivelmente realistas e assustadoras e um enredo capaz de nos prender do início ao fim. Excelente filme!",7.0,10.0
It - A Coisa,Janaína R.,5.0,"Se vc quer um filme com muito sangue ,diálogos inacabados,sem sentido e sem conteúdo,não vá ao cinema.Porém se vc se identifica com amizade,seção nostalgia, infância,pré-adolescência,risadas,sustos,medos interiores e receios ,bem vindo ao ""clube dos perdedores"".O filme é bem construído,bons diálogos,terror psicológico e muita criatividade em época de filmes que  insistem no mais do mesmo,tem  atores talentosos e mt imaginação. A trilha sonora também é de qualidade ( rock dos anos 80, The Cure ),vale a pena. It a Coisa é um filme inteligente com doses de humor,simpatia,empatia e mt companheirismo na medida, sem exageros e que nas 2:15 de filme cumpre o papel da obra prima do medo. Quem venha o capítulo 2!!!
spoiler:",2.0,6.0
It - A Coisa,Wellton O.,5.0,"Não só um terror, é muito mais que isso, é drama, suspense, aventura, comédia e um toque de romance tudo na dose certa, incrível.",2.0,1.0
It - A Coisa,Paulo V.,5.0,"It surgiu para mim com um certo receio. Achava que facilmente poderia desapontar. Decidi não ler crítica alguma antes de assistir e assim o fiz. A primeira coisa que o filme nos faz lembrar é a série 'Stranger Things'(inclusive um dos atores é o mesmo da série), que eu não gosto do enredo, mas curto a pegada. Alguns adolescentes se envolvendo em confusões - isso até por algum momento leva a crer que é um filme infantil...de fantasminhas...mas não, DEFINITIVAMENTE não é. O filme é cercado por vários dramas familiares pesadíssimos, daqueles que até por um momento incomodam de ver, mas que existem e precisam ser falados, como bullying, pedofilia, entre outros. E a forma que são relatados quase sempre é pesada e marcante. Em meio a tudo isso, a tal criatura com aparições impecáveis. Aliás, sobre ela, palhaços estão em moda, mas a forma que este é mencionado, é única. Não posso entrar em detalhes, mas o palhaço consegue te prender no filme, te deixar tenso, te deixar com medo, te assustar. Inclusive numa das cenas, em que o garoto desce ao porão de sua casa (vocês vão lembrar disso) é uma das cenas mais tensas de terror que já vi em toda minha vida. A ambientação, as frases, a interpretação dos atores. Saí do cinema com a impressão de que vai demorar muito tempo para um filme recente superar este. Vale o ingresso sem dúvida. Dificilmente vai haver um thriller assim num cinema nos dias atuais.",2.0,2.0
It - A Coisa,Vitor M.,4.0,"Recomendadíssimo, SE, você tiver cabeça pra ver um monte de cena grotesca e perturbadora tipo (o spoiler é simplesmente o que acontece logo depois do georgie, o garotinho que encontra o palhaço no bueiro, o faz, que é no comecinho do filme, leia se achar que vale saber pra se preparar, caso vc não tenha visto) 
spoiler: 
um garotinho com um braço decepado espirrando sangue, desesperado com medo de morrer, e depois morrer
 se você dá conta de ver cenas assim, recomendo sim.As atuações estão simplesmente fenomenais, nem parece que quem está interpretando os protagonistas tem no máximo 18 anos, o Finn wolfhard (Richie Tozier) já não foi tão surpresa assim, pois vimos ele em stranger things, já o resto, foi uma surpresa total, parece que hollywood está realmente melhorando na parte de encontrar bons atores menores de idade, vide vários atores que não vou citar, pra não perder o foco. Bill skarsgard como Pennywise está simplesmente perturbador e assustador, superior ao Tim Curry, em alguns momentos fica engraçado, um pouco empático, mas mesmo assim, você fica alternando entre medo e raiva dele. E por falar em raiva...Henry Bowers, sabe por que odiamos a Umbridge de Harry Potter muito mais q o Voldemort embora ela não seja tão má? Porque ela é mais pessoal, todos ou quase todos já tiveram uma Umbridge na vida, então você sente a vilania dela mais do que a do Voldemort, e esse é o caso do Henry, a raiva que eu senti dele era superior á do Pennywise, quando ele diz que deu uma 
spoiler: 
brecha no bullying com o Bill por causa do irmão morto dele
 eu senti uma certa sensação de: ""Ele não é tããão ruim, é horrível, mas poderia ser pior"". Essa sensação foi acabando no decorrer do filme pra mim, e no final, quando 
spoiler: 
ele tenta matar o Ben, acabou completamente essa sensação, ele era um psicopata, tanto que quando ele aparentemente morre eu gritei: ""TOMAAAA!""
O filme tem cenas marcantes quando o Bill diz que 
spoiler: 
entrar na casa abandonada do Pennywise é mais fácil pra ele do que entrar na própria casa, e lembrar assim que o irmãozinho dele não está lá
 ou quando a Beverly 
spoiler: 
mata o pai pra se defender dele, logo depois de dizer: ""NÃO! Não sou sua garotinha""
. Mas de todas, a que mais amei, foi quando eles 
spoiler: 
contra atacam o Pennywise pra resgatar a Beverly, e conseguem fazer o próprio palhaço ficar com medo deles, e quando eu percebi o medo do Pennywise, pensei: ""Como se sente do outro lado da moeda? Otário""
 e minha parte favorita do filme inteiro é nesse mesma cena quando o Bill diz 
spoiler: 
Por isso que você não matou a Beverly, ela não estava com medo de você, e agora ninguém está, agora é você que está com medo da gente
 Amei essa cena por que é EXATAMENTE o que eu falaria naquela situação.Os créditos pra mim vão pro diretor, e pros atores, Jaeden Lieberher faz vc sentir que o próprio ator é um líder nato como o próprio Bill, de tão boa q é a atuação, Finn Wolfhard é hilário, apesar de 95% das piadas dele serem sujas e relacionadas á sexo, e eu pessoalmente sou uma pessoa muito certinha, então não gostei muito delas, Jack Dylan Grazer faz você rir bastante também, e grande parte por causa de sua personalidade hipocondríaca, e mais uma vez, excelentemente interpretado. Jeremy Ray Taylor está muito cômico e fofo como o Ben, e fofo não por ser ""pançudinho"" mas a personalidade dele é fofa (me sinto uma garotinha escrevendo isso, mas é verdade) Chosen Jacobs como Mike também está ótimo, apesar do personagem não ter sido tão visto como os outros, e a Sophia Lillis como Beverly é simplesmente fantástica, os olhos mesmo que ela não queira demonstrar emoção, acabam demonstrando, a personagem é forte, complexa, e muito bem dirigida e interpretada. Recomendo desde que você tenha coração estômago e tímpanos resistentes, pois é muito barulhento, vale dizer.",10.0,7.0
